product_category,pdt_SUB_CATEGORY,barcode_ean13,site_key,DATE,CA
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_0337056844891,f_f_4694591639754,2023-02-16,4.88
ALCOOLS,PUNCHS,f_f_3302842569910,f_f_4694591639754,2023-07-11,43.19
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_6460936012180,f_f_4694591639754,2023-01-05,16.65
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_1868421518127,f_f_4694591639754,2023-08-13,47.01
ALCOOLS,GIN-VODKA-TEQUILA,f_f_4685353995461,f_f_4694591639754,2023-07-03,39.86
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_5842671242571,f_f_4694591639754,2023-03-18,39.82
VQPRD BLANCS,VINS D ALSACE,f_f_6368042880412,f_f_4694591639754,2023-01-14,14.92
ALCOOLS,GIN-VODKA-TEQUILA,f_f_6037204974398,f_f_4694591639754,2023-01-31,4.37
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_3189622062041,f_f_4694591639754,2023-01-09,29.84
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_0048216865631,f_f_4694591639754,2023-07-02,25.07
APERITIFS,CREMES DE FRUITS,f_f_9146101551940,f_f_4694591639754,2023-10-10,9.96
NON GAZEIFIES,BOISSONS CHOCOLATEES,f_f_5950949454332,f_f_4694591639754,2023-03-13,45.51
EAUX GAZEUSES,EAUX GAZEUSES ET GAZEIFIEES,f_f_6802199317303,f_f_4694591639754,2023-08-05,13.63
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_8260923511782,f_f_4694591639754,2023-05-13,48.04
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_2067994824256,f_f_4694591639754,2023-05-30,25.51
VQPRD BLANCS,VINS D ALSACE,f_f_3414407532083,f_f_4694591639754,2023-05-01,7.07
VINS DE TABLES/PAYS,VINS DE PAYS ROSES,f_f_9006967305067,f_f_4694591639754,2023-01-07,40.14
APERITIFS,SANS ALCOOL,f_f_7328189358662,f_f_4694591639754,2023-03-26,15.43
APERITIFS,CREMES DE FRUITS,f_f_9986267047549,f_f_4694591639754,2023-06-30,24.39
NON GAZEIFIES,MELANGES DE FRUITS,f_f_0271427878903,f_f_4694591639754,2023-08-12,11.16
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_9423059375171,f_f_4694591639754,2023-08-29,14.95
BIERES ET PANACHES,BIERES MODERNES,f_f_0156663476802,f_f_4694591639754,2023-07-24,41.74
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_9023179413793,f_f_4694591639754,2023-09-03,24.02
APERITIFS,CREMES DE FRUITS,f_f_9434584467118,f_f_4694591639754,2023-01-31,32.24
APERITIFS,SANS ALCOOL,f_f_5458298815137,f_f_4694591639754,2023-09-27,33.13
ALCOOLS,GIN-VODKA-TEQUILA,f_f_7750165616082,f_f_4694591639754,2023-04-25,33.75
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_2526855562763,f_f_4694591639754,2023-09-19,4.62
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_9313432804179,f_f_4694591639754,2023-05-30,2.96
VINS DE TABLES/PAYS,VINS DE PAYS ROSES,f_f_2691367448116,f_f_4694591639754,2023-06-12,44.81
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_5671146463513,f_f_4694591639754,2023-05-16,35.34
APERITIFS,CREMES DE FRUITS,f_f_9766734157656,f_f_4694591639754,2023-04-21,35.86
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_0505803159523,f_f_4694591639754,2023-08-26,21.56
APERITIFS,CREMES DE FRUITS,f_f_2109003640744,f_f_4694591639754,2023-02-20,27.86
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_0081336376014,f_f_4694591639754,2023-05-22,19.52
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_8854281989163,f_f_4694591639754,2023-01-29,18.4
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_8003385057319,f_f_4694591639754,2023-02-08,31.79
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_2009327201075,f_f_4694591639754,2023-01-22,15.77
APERITIFS,SANS ALCOOL,f_f_1040456533157,f_f_4694591639754,2023-07-08,47.81
ALCOOLS,GIN-VODKA-TEQUILA,f_f_7284675689200,f_f_4694591639754,2023-02-09,31.54
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_4549713858882,f_f_4694591639754,2023-01-28,26.08
SIROPS,AGRUMES,f_f_7168861197529,f_f_4694591639754,2023-08-04,42.61
ALCOOLS,GIN-VODKA-TEQUILA,f_f_0106817429796,f_f_4694591639754,2023-09-12,34.09
NON GAZEIFIES,MELANGES DE FRUITS,f_f_9344217610470,f_f_4694591639754,2023-04-19,20.94
APERITIFS,SANS ALCOOL,f_f_4729516766922,f_f_4694591639754,2023-09-28,23.9
APERITIFS,CREMES DE FRUITS,f_f_4780636792604,f_f_4694591639754,2023-01-05,25.47
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_1614555859052,f_f_4694591639754,2023-02-22,28.99
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_2395717455167,f_f_4694591639754,2023-04-10,1.68
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_9950892336545,f_f_4694591639754,2023-04-10,3.51
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_5113632110926,f_f_4694591639754,2023-05-06,37.58
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_1431168027490,f_f_4694591639754,2023-03-29,19.28
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_9794610472944,f_f_4694591639754,2023-05-26,5.78
SIROPS,AGRUMES,f_f_9669684933632,f_f_4694591639754,2023-08-20,8.81
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_9185687999418,f_f_4694591639754,2023-06-27,36.82
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_7220856649120,f_f_4694591639754,2023-02-18,2.05
ALCOOLS,GIN-VODKA-TEQUILA,f_f_1861733568842,f_f_4694591639754,2023-03-12,38.68
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_4032247339212,f_f_4694591639754,2023-10-09,9.84
APERITIFS,SANS ALCOOL,f_f_3123195759458,f_f_4694591639754,2023-06-06,44.81
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_8026207763564,f_f_4694591639754,2023-01-28,7.88
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_0426239483986,f_f_4694591639754,2023-09-14,13.96
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_0080931544644,f_f_4694591639754,2023-01-02,11.19
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_3651243369644,f_f_4694591639754,2023-03-16,50.23
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_9600381802555,f_f_4694591639754,2023-07-03,7.34
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_7126658739710,f_f_4694591639754,2023-09-28,48.01
VINS DE TABLES/PAYS,VINS DE PAYS ROSES,f_f_0916304341667,f_f_4694591639754,2023-02-03,8.97
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_0867097691074,f_f_4694591639754,2023-10-05,21.32
APERITIFS,ANISES,f_f_7921443735362,f_f_4694591639754,2023-01-19,13.42
VINS DE TABLES/PAYS,VINS DE PAYS BLANCS,f_f_4328549882861,f_f_4694591639754,2023-07-07,14.87
APERITIFS,CREMES DE FRUITS,f_f_8272090431442,f_f_4694591639754,2023-08-03,16.88
APERITIFS,SANS ALCOOL,f_f_2136791587876,f_f_4694591639754,2023-01-06,10.94
APERITIFS,SANS ALCOOL,f_f_5775262170314,f_f_4694591639754,2023-04-12,10.33
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_9002627219903,f_f_4694591639754,2023-10-08,13.22
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_4253724125146,f_f_4694591639754,2023-03-18,47.0
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_0303196573274,f_f_4694591639754,2023-05-02,13.64
APERITIFS,AMERS - GENTIANE ET BITTERS,f_f_2396033213424,f_f_4694591639754,2023-09-14,46.74
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_1517864217646,f_f_4694591639754,2023-05-17,10.27
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_5477495375930,f_f_4694591639754,2023-05-12,23.0
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_9849447483684,f_f_4694591639754,2023-03-03,35.08
CIDRES,CIDRES/PETILLANTS,f_f_9004524623111,f_f_4694591639754,2023-05-22,30.0
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_6872672673417,f_f_4694591639754,2023-10-09,12.66
NON GAZEIFIES,MELANGES DE FRUITS,f_f_3184535749225,f_f_4694591639754,2023-04-22,32.89
ALCOOLS,GIN-VODKA-TEQUILA,f_f_5795667383416,f_f_4694591639754,2023-04-04,30.52
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_0426206345088,f_f_4694591639754,2023-01-06,23.24
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_6566273656213,f_f_4694591639754,2023-10-09,6.39
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_4242828785394,f_f_4694591639754,2023-04-02,17.27
APERITIFS,SANS ALCOOL,f_f_8823166057853,f_f_4694591639754,2023-05-06,40.07
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_8616481278108,f_f_4694591639754,2023-01-20,10.54
APERITIFS,CREMES DE FRUITS,f_f_7643858915657,f_f_4694591639754,2023-07-07,27.12
APERITIFS,SANS ALCOOL,f_f_5814580969696,f_f_4694591639754,2023-02-08,39.81
ALCOOLS,GIN-VODKA-TEQUILA,f_f_7333757733987,f_f_4694591639754,2023-03-23,30.0
APERITIFS,SANS ALCOOL,f_f_1585557235789,f_f_4694591639754,2023-07-21,17.16
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_6000182301159,f_f_4694591639754,2023-08-07,12.29
ALCOOLS,RHUMS ET SIROPS DE CANNE,f_f_4805718286854,f_f_4694591639754,2023-03-17,32.53
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_4269321525777,f_f_4694591639754,2023-10-03,35.18
APERITIFS,SANS ALCOOL,f_f_8527621503908,f_f_4694591639754,2023-07-07,23.48
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_6189806822369,f_f_4694591639754,2023-06-20,7.31
VQPRD BLANCS,VINS D ALSACE,f_f_2118697553018,f_f_4694591639754,2023-03-22,6.92
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_0722525324316,f_f_4694591639754,2023-08-28,13.95
APERITIFS,SANS ALCOOL,f_f_3260715735117,f_f_4694591639754,2023-02-07,50.47
APERITIFS,CREMES DE FRUITS,f_f_5314590178939,f_f_4694591639754,2023-03-11,33.92
VQPRD BORDEAUX ROUGES,COTES DE BORDEAUX,f_f_9638532718615,f_f_4694591639754,2023-07-03,42.34
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_6954183638342,f_f_4694591639754,2023-01-28,17.74
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_5120302187966,f_f_4694591639754,2023-09-11,46.64
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_5779928040430,f_f_4694591639754,2023-05-03,34.03
APERITIFS,SANS ALCOOL,f_f_6499041421747,f_f_4694591639754,2023-01-07,44.93
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_3791318351706,f_f_4694591639754,2023-07-12,42.25
APERITIFS,CREMES DE FRUITS,f_f_5879089263409,f_f_4694591639754,2023-03-24,44.3
APERITIFS,SANS ALCOOL,f_f_7092422171867,f_f_4694591639754,2023-06-05,50.83
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_5285308460359,f_f_4694591639754,2023-06-16,36.02
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_2142557704692,f_f_4694591639754,2023-08-03,11.63
APERITIFS,SANS ALCOOL,f_f_7427180244353,f_f_4694591639754,2023-10-19,5.94
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_3752577572592,f_f_4694591639754,2023-01-28,31.19
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_0869589036363,f_f_4694591639754,2023-07-29,39.24
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_3917903770060,f_f_4694591639754,2023-09-27,5.77
ALCOOLS,RHUMS ET SIROPS DE CANNE,f_f_9583760197780,f_f_4694591639754,2023-01-31,9.81
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_9458615963219,f_f_4694591639754,2023-02-23,42.22
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_2225926962906,f_f_4694591639754,2023-07-01,35.8
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_4436546645867,f_f_4694591639754,2023-07-10,4.4
APERITIFS,ANISES,f_f_9209953236950,f_f_4694591639754,2023-08-12,16.39
SNACKING EAUX,SNACKING EAUX,f_f_0993243188898,f_f_4694591639754,2023-06-06,40.53
VQPRD ROUGES/HORS BORDEAUX,VINS DU BEAUJOLAIS,f_f_0531679602399,f_f_4694591639754,2023-02-28,5.7
APERITIFS,CREMES DE FRUITS,f_f_3810502467020,f_f_4694591639754,2023-01-30,8.86
ALCOOLS,WHISKEYS IRLANDAIS,f_f_1359905519445,f_f_4694591639754,2023-04-04,45.12
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_4033372207452,f_f_4694591639754,2023-07-10,26.15
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_9919593982581,f_f_4694591639754,2023-03-29,9.5
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_8755229295363,f_f_4694591639754,2023-03-26,16.41
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_8860396376293,f_f_4694591639754,2023-03-02,39.35
MOUSSEUX/VINS PETILL.,MOUSSEUX - CUVE CLOSE,f_f_7278209280513,f_f_4694591639754,2023-05-12,35.14
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_2991815429446,f_f_4694591639754,2023-01-31,41.66
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_5531652937307,f_f_4694591639754,2023-08-28,26.42
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_1761004560189,f_f_4694591639754,2023-07-30,32.83
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_2020940105113,f_f_4694591639754,2023-08-28,6.35
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_2507795853531,f_f_4694591639754,2023-02-22,30.43
APERITIFS,ANISES,f_f_5793961652795,f_f_4694591639754,2023-05-04,10.09
ALCOOLS,COCKTAILS,f_f_3293262710610,f_f_4694591639754,2023-01-10,32.46
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_5551702997587,f_f_4694591639754,2023-10-08,19.27
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_1029294382431,f_f_4694591639754,2023-05-06,3.13
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_1373138881131,f_f_4694591639754,2023-01-01,18.03
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_8847084595051,f_f_4694591639754,2023-02-05,28.61
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_3701284795749,f_f_4694591639754,2023-05-25,46.02
APERITIFS,SANS ALCOOL,f_f_2550427629684,f_f_4694591639754,2023-05-16,18.85
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_1715144661732,f_f_4694591639754,2023-03-21,3.47
VINS DE TABLES/PAYS,VINS DE PAYS ROSES,f_f_7365076294535,f_f_4694591639754,2023-10-09,9.52
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_2620838219627,f_f_4694591639754,2023-08-06,12.96
APERITIFS,SANS ALCOOL,f_f_9388702290952,f_f_4694591639754,2023-04-23,7.32
BIERES ET PANACHES,BIERES MODERNES,f_f_1189403127220,f_f_4694591639754,2023-05-17,20.99
EAUX PLATES,EAUX PLATES,f_f_7790860225493,f_f_4694591639754,2023-05-19,13.14
APERITIFS,AMERS - GENTIANE ET BITTERS,f_f_0469597954002,f_f_4694591639754,2023-04-01,26.89
APERITIFS,CREMES DE FRUITS,f_f_9905599708973,f_f_4694591639754,2023-07-06,46.52
CIDRES,CIDRES/PETILLANTS,f_f_0637956762081,f_f_4694591639754,2023-10-14,31.77
NON GAZEIFIES,BOISSONS CHOCOLATEES,f_f_0361560188790,f_f_4694591639754,2023-01-21,18.71
APERITIFS,CREMES DE FRUITS,f_f_0309547944854,f_f_4694591639754,2023-07-07,44.43
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_0396318910064,f_f_4694591639754,2023-02-23,5.04
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_8400502587580,f_f_4694591639754,2023-02-23,20.65
CHAMPAGNES,CHAMPAGNES BRUTS,f_f_7885607356544,f_f_4694591639754,2023-04-28,10.85
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_5244968161518,f_f_4694591639754,2023-06-22,20.65
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_2876422082188,f_f_4694591639754,2023-10-15,44.18
APERITIFS,SANS ALCOOL,f_f_5849967336556,f_f_4694591639754,2023-03-16,1.01
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_7411330150649,f_f_4694591639754,2023-04-20,24.52
VQPRD ROUGES/HORS BORDEAUX,VINS DU BEAUJOLAIS,f_f_2067509961124,f_f_4694591639754,2023-05-31,15.88
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_2160535307840,f_f_4694591639754,2023-10-13,9.81
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_2752900743102,f_f_4694591639754,2023-03-06,50.64
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_5893779916581,f_f_4694591639754,2023-03-01,25.97
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_4603355658108,f_f_4694591639754,2023-04-08,32.41
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_5096528900545,f_f_4694591639754,2023-07-11,49.48
APERITIFS,ANISES,f_f_0953127377909,f_f_4694591639754,2023-07-20,11.85
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_0856970991400,f_f_4694591639754,2023-01-22,30.99
VINS DE TABLES/PAYS,VINS DE PAYS ROSES,f_f_4243074701534,f_f_4694591639754,2023-04-02,40.45
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_6850266402933,f_f_4694591639754,2023-05-08,2.03
APERITIFS,CREMES DE FRUITS,f_f_0400650795231,f_f_4694591639754,2023-06-04,47.38
APERITIFS,ANISES,f_f_6067661707253,f_f_4694591639754,2023-09-17,21.59
APERITIFS,AMERS - GENTIANE ET BITTERS,f_f_8165827080412,f_f_4694591639754,2023-04-21,17.35
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_8083868362635,f_f_4694591639754,2023-10-07,44.38
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_3799773751185,f_f_4694591639754,2023-07-28,6.9
VINS DE TABLES/PAYS,VINS DE PAYS BLANCS,f_f_5847808053686,f_f_4694591639754,2023-08-08,25.99
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_5424514556023,f_f_4694591639754,2023-08-24,22.91
APERITIFS,CREMES DE FRUITS,f_f_1444293678048,f_f_4694591639754,2023-02-03,15.04
NON GAZEIFIES,MELANGES DE FRUITS,f_f_6448298381687,f_f_4694591639754,2023-10-18,39.81
CIDRES,CIDRES/PETILLANTS,f_f_5485720525852,f_f_4694591639754,2023-09-07,11.62
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_0786846394915,f_f_4694591639754,2023-08-09,7.69
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_9871137237550,f_f_4694591639754,2023-06-14,40.34
EAUX GAZEUSES,EAUX GAZEUSES ET GAZEIFIEES,f_f_0743615110503,f_f_4694591639754,2023-05-06,25.84
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_5397091614083,f_f_4694591639754,2023-08-23,9.5
CIDRES,CIDRES/PETILLANTS,f_f_7763124762331,f_f_4694591639754,2023-08-18,32.62
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_3793505138909,f_f_4694591639754,2023-10-06,6.41
APERITIFS,SANS ALCOOL,f_f_1710582635697,f_f_4694591639754,2023-04-07,21.68
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_0068715049332,f_f_4694591639754,2023-10-03,16.64
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_5294911307432,f_f_4694591639754,2023-07-06,16.92
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_2840753508709,f_f_4694591639754,2023-10-19,7.3
VQPRD BLANCS,VINS D ALSACE,f_f_4622575151350,f_f_4694591639754,2023-04-20,21.68
SNACKING SOFTS DRINKS,SNACKING SOFTS DRINKS,f_f_7824296889834,f_f_4694591639754,2023-02-17,39.54
APERITIFS,SANS ALCOOL,f_f_8831229305674,f_f_4694591639754,2023-08-12,31.87
ALCOOLS,GIN-VODKA-TEQUILA,f_f_1107614487117,f_f_4694591639754,2023-01-25,21.7
ALCOOLS,LIQUEUR MODERNE ET TRADITIONEL,f_f_8070109206124,f_f_4694591639754,2023-06-23,5.97
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_9280052082716,f_f_4694591639754,2023-10-12,1.07
APERITIFS,CREMES DE FRUITS,f_f_3509101359187,f_f_4694591639754,2023-05-17,44.98
APERITIFS,CREMES DE FRUITS,f_f_0049834290645,f_f_4694591639754,2023-02-08,46.97
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_3467432783814,f_f_4694591639754,2023-07-08,5.66
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_6632954497816,f_f_4694591639754,2023-08-13,23.71
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_4451006481526,f_f_4694591639754,2023-06-06,4.4
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_2671496276965,f_f_4694591639754,2023-05-09,19.29
APERITIFS,CREMES DE FRUITS,f_f_7910046863060,f_f_4694591639754,2023-05-28,38.76
EAUX GAZEUSES,EAUX GAZEUSES ET GAZEIFIEES,f_f_3532675926905,f_f_4694591639754,2023-01-06,50.9
APERITIFS,ANISES,f_f_5334338552807,f_f_4694591639754,2023-03-20,13.65
APERITIFS,AMERS - GENTIANE ET BITTERS,f_f_8577978544147,f_f_4694591639754,2023-02-09,2.19
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_1144358596163,f_f_4694591639754,2023-09-14,2.9
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_9354397144566,f_f_4694591639754,2023-01-14,7.96
ALCOOLS,LIQUEUR MODERNE ET TRADITIONEL,f_f_8047978474824,f_f_4694591639754,2023-06-05,6.65
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_1631221680338,f_f_4694591639754,2023-09-01,9.68
VINS DE TABLES/PAYS,VINS DE PAYS ROSES,f_f_3172092504326,f_f_4694591639754,2023-08-14,31.63
VINS DE TABLES/PAYS,VINS DE PAYS ROSES,f_f_1614742692967,f_f_4694591639754,2023-07-07,41.58
ALCOOLS,PUNCHS,f_f_8563653957210,f_f_4694591639754,2023-07-05,40.11
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_5755989330703,f_f_4694591639754,2023-04-28,5.73
VQPRD BORDEAUX ROUGES,COTES DE BORDEAUX,f_f_0376744910418,f_f_4694591639754,2023-03-23,24.86
APERITIFS,CREMES DE FRUITS,f_f_3150663963659,f_f_4694591639754,2023-09-11,19.38
APERITIFS,SANS ALCOOL,f_f_9531761635831,f_f_4694591639754,2023-05-06,33.91
CHAMPAGNES,CHAMPAGNES BRUTS,f_f_4971717670397,f_f_4694591639754,2023-02-03,6.8
APERITIFS,CREMES DE FRUITS,f_f_6588335397063,f_f_4694591639754,2023-03-28,43.41
NON GAZEIFIES,MELANGES DE FRUITS,f_f_3039213765823,f_f_4694591639754,2023-06-07,34.02
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_9575981602952,f_f_4694591639754,2023-10-02,46.76
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_3329099418433,f_f_4694591639754,2023-04-30,5.89
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_0711707918528,f_f_4694591639754,2023-04-09,40.58
SIROPS,AGRUMES,f_f_9983442293227,f_f_4266575472406,2023-07-26,8.52
ALCOOLS,GIN-VODKA-TEQUILA,f_f_7711311193208,f_f_4266575472406,2023-06-14,40.51
VQPRD BLANCS,VINS D ALSACE,f_f_6966644879027,f_f_4266575472406,2023-08-24,5.38
SNACKING SOFTS DRINKS,SNACKING SOFTS DRINKS,f_f_7517237474434,f_f_4266575472406,2023-07-23,33.26
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_4408164995112,f_f_4266575472406,2023-05-07,14.92
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_8612611364246,f_f_4266575472406,2023-08-12,34.32
EAUX GAZEUSES,EAUX GAZEUSES ET GAZEIFIEES,f_f_6395368818171,f_f_4266575472406,2023-06-03,25.41
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_5879488103757,f_f_4266575472406,2023-05-19,45.02
APERITIFS,SANS ALCOOL,f_f_3715173984848,f_f_4266575472406,2023-02-03,42.36
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_4553815500570,f_f_4266575472406,2023-06-04,36.67
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_2426037910934,f_f_4266575472406,2023-05-27,49.53
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_1829836600173,f_f_4266575472406,2023-08-23,42.16
APERITIFS,AMERS - GENTIANE ET BITTERS,f_f_9239860876437,f_f_4266575472406,2023-06-03,24.93
APERITIFS,AMERS - GENTIANE ET BITTERS,f_f_4404576823210,f_f_4266575472406,2023-09-29,11.33
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_9534088993837,f_f_4266575472406,2023-05-11,49.86
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_6636475208555,f_f_4266575472406,2023-03-09,42.41
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_5982827258350,f_f_4266575472406,2023-05-25,30.57
EAUX PLATES,EAUX PLATES,f_f_6324229383855,f_f_4266575472406,2023-07-04,33.45
NON GAZEIFIES,MELANGES DE FRUITS,f_f_0402163968379,f_f_4266575472406,2023-07-03,10.09
