product_category,pdt_SUB_CATEGORY,barcode_ean13,site_key,DATE,CA
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_1770786671815,f_f_5055738417533,2023-09-15,9.25
VINS DE TABLES/PAYS,VINS DE PAYS BLANCS,f_f_7723364972525,f_f_5055738417533,2023-07-22,41.7
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_4191098951865,f_f_5055738417533,2023-01-21,13.94
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_4519150344903,f_f_5055738417533,2023-07-02,15.61
APERITIFS,SANS ALCOOL,f_f_4233064332404,f_f_5055738417533,2023-09-21,32.3
ALCOOLS,GIN-VODKA-TEQUILA,f_f_5982444123826,f_f_5055738417533,2023-01-27,18.26
VQPRD BLANCS,VINS D ALSACE,f_f_6902755153885,f_f_5055738417533,2023-02-08,2.37
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_9853566514822,f_f_5055738417533,2023-08-12,45.95
BIERES ET PANACHES,BIERES DE DEGUSTATION,f_f_3236397524585,f_f_5055738417533,2023-07-29,44.3
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_6460936012180,f_f_5055738417533,2023-08-17,31.08
APERITIFS,SANS ALCOOL,f_f_2739047448817,f_f_5055738417533,2023-01-18,9.48
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_6216356748983,f_f_5055738417533,2023-08-26,24.04
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_1076227172515,f_f_5055738417533,2023-09-14,1.64
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_0794765155067,f_f_5055738417533,2023-10-07,27.33
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_7189219738096,f_f_5055738417533,2023-01-21,35.9
SIROPS,AGRUMES,f_f_1403292594001,f_f_5055738417533,2023-09-26,25.98
ALCOOLS,LIQUEUR MODERNE ET TRADITIONEL,f_f_0834383067547,f_f_5055738417533,2023-08-20,49.49
EAUX PLATES,EAUX PLATES,f_f_3138989306381,f_f_5055738417533,2023-05-19,31.43
APERITIFS,ANISES,f_f_8546891282368,f_f_5055738417533,2023-09-03,5.73
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_7718154122433,f_f_5055738417533,2023-08-02,2.73
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_4815919569946,f_f_5055738417533,2023-09-02,7.53
APERITIFS,SANS ALCOOL,f_f_6745069135150,f_f_5055738417533,2023-10-06,24.34
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_2170049512067,f_f_5055738417533,2023-08-14,39.9
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_1234999447556,f_f_5055738417533,2023-06-04,38.49
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_2797656225601,f_f_5055738417533,2023-05-26,19.98
APERITIFS,CREMES DE FRUITS,f_f_6853241205024,f_f_5055738417533,2023-01-02,14.59
APERITIFS,SANS ALCOOL,f_f_5288147403082,f_f_5055738417533,2023-06-15,47.13
APERITIFS,CREMES DE FRUITS,f_f_9371743660600,f_f_5055738417533,2023-07-26,16.62
EAUX PLATES,EAUX PLATES,f_f_4109783122124,f_f_5055738417533,2023-08-09,42.5
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_2389282252559,f_f_5055738417533,2023-10-03,45.22
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_7618017585484,f_f_5055738417533,2023-06-24,18.37
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_8641854437486,f_f_5055738417533,2023-06-18,10.69
VQPRD BLANCS,BORDEAUX SECS,f_f_5621974251967,f_f_5055738417533,2023-03-13,19.68
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_4055748437218,f_f_5055738417533,2023-08-21,12.38
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_7671774216039,f_f_5055738417533,2023-01-03,31.68
ALCOOLS,GIN-VODKA-TEQUILA,f_f_8035963294304,f_f_5055738417533,2023-08-09,6.49
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_5995034242449,f_f_5055738417533,2023-05-29,33.99
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_5642149448470,f_f_5055738417533,2023-01-21,23.91
APERITIFS,CREMES DE FRUITS,f_f_2641894827632,f_f_5055738417533,2023-07-01,8.58
APERITIFS,SANS ALCOOL,f_f_6863234433587,f_f_5055738417533,2023-05-01,28.12
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_1112940142111,f_f_5055738417533,2023-03-23,21.53
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_1964717009604,f_f_5055738417533,2023-07-11,46.71
APERITIFS,CREMES DE FRUITS,f_f_2789209062030,f_f_5055738417533,2023-07-31,31.26
EAUX PLATES,EAUX PLATES,f_f_7829948502642,f_f_5055738417533,2023-10-04,46.4
APERITIFS,CREMES DE FRUITS,f_f_5112378207280,f_f_5055738417533,2023-06-24,6.96
CIDRES,CIDRES/PETILLANTS,f_f_0288178943477,f_f_5055738417533,2023-01-14,12.22
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_6061866508028,f_f_5055738417533,2023-03-07,28.45
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_8658710731381,f_f_5055738417533,2023-10-24,24.83
BIERES ET PANACHES,BIERES MODERNES,f_f_4000902927197,f_f_5055738417533,2023-04-14,7.73
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_2943361792376,f_f_5055738417533,2023-05-14,47.99
NON GAZEIFIES,MELANGES DE FRUITS,f_f_1590042294561,f_f_5055738417533,2023-07-18,24.96
CIDRES,CIDRES/PETILLANTS,f_f_8592766086890,f_f_5055738417533,2023-10-06,38.91
APERITIFS,CREMES DE FRUITS,f_f_9525215145618,f_f_5055738417533,2023-04-09,31.87
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_9384276924927,f_f_5055738417533,2023-10-14,32.1
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_4160187775927,f_f_5055738417533,2023-05-28,49.58
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_8083868362635,f_f_5055738417533,2023-08-04,7.41
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_0713373923332,f_f_5055738417533,2023-04-23,25.97
APERITIFS,CREMES DE FRUITS,f_f_1661948520020,f_f_5055738417533,2023-09-04,32.84
APERITIFS,SANS ALCOOL,f_f_1060791368948,f_f_5055738417533,2023-09-21,33.74
EAUX AROMATISEES,EAUX ARO GAZEUSE ET GAZEIFIEE,f_f_2636628795097,f_f_5055738417533,2023-02-08,30.05
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_4017079211028,f_f_5055738417533,2023-04-14,49.76
BIERES ET PANACHES,BIERES MODERNES,f_f_5046988259868,f_f_5055738417533,2023-10-22,49.58
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_3238785239668,f_f_5055738417533,2023-08-13,45.88
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_3280604493850,f_f_5055738417533,2023-04-13,30.77
ALCOOLS,GIN-VODKA-TEQUILA,f_f_8244920429509,f_f_5055738417533,2023-07-26,33.03
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_9587277830062,f_f_5055738417533,2023-10-11,1.53
APERITIFS,CREMES DE FRUITS,f_f_1181910247989,f_f_5055738417533,2023-06-09,7.71
VQPRD ROUGES/HORS BORDEAUX,VINS DU BEAUJOLAIS,f_f_9585891351291,f_f_5055738417533,2023-07-03,29.19
CIDRES,CIDRES/PETILLANTS,f_f_5935817419248,f_f_5055738417533,2023-06-30,40.39
CIDRES,CIDRES/PETILLANTS,f_f_9570121084759,f_f_5055738417533,2023-07-16,47.01
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_8572125649126,f_f_5055738417533,2023-03-17,42.21
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_7434729770112,f_f_5055738417533,2023-08-30,8.93
APERITIFS,SANS ALCOOL,f_f_0779846643732,f_f_5055738417533,2023-08-30,41.43
ALCOOLS,GIN-VODKA-TEQUILA,f_f_6517853760042,f_f_5055738417533,2023-10-18,2.04
APERITIFS,CREMES DE FRUITS,f_f_3408546203942,f_f_5055738417533,2023-06-17,46.45
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_5264904553917,f_f_5055738417533,2023-08-31,30.13
APERITIFS,CREMES DE FRUITS,f_f_9252749754152,f_f_5055738417533,2023-03-03,50.49
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_5513235340421,f_f_5055738417533,2023-06-11,3.03
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_9956482812185,f_f_5055738417533,2023-09-17,25.83
ALCOOLS,GIN-VODKA-TEQUILA,f_f_8273160057487,f_f_5055738417533,2023-08-15,35.44
APERITIFS,SANS ALCOOL,f_f_6072900992468,f_f_5055738417533,2023-06-25,25.3
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_3476365237974,f_f_5055738417533,2023-01-16,12.0
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_4274992547096,f_f_5055738417533,2023-08-26,13.22
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_0825514008249,f_f_5055738417533,2023-09-04,46.93
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_1410865406173,f_f_5055738417533,2023-01-26,39.67
ALCOOLS,GIN-VODKA-TEQUILA,f_f_4102917801988,f_f_5055738417533,2023-04-25,43.2
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_8901020792246,f_f_5055738417533,2023-04-10,43.98
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_5594162036557,f_f_5055738417533,2023-04-14,20.36
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_1360934695017,f_f_5055738417533,2023-03-24,41.97
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_0303196573274,f_f_5055738417533,2023-01-05,30.56
VQPRD BLANCS,VINS D ALSACE,f_f_3888648664511,f_f_5055738417533,2023-08-11,24.08
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_8167202632032,f_f_5055738417533,2023-10-14,1.25
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_6241541007538,f_f_5055738417533,2023-05-05,36.73
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_8242762430066,f_f_5055738417533,2023-07-23,29.93
ALCOOLS,GIN-VODKA-TEQUILA,f_f_5916976906602,f_f_5055738417533,2023-10-13,47.08
VQPRD ROSES,COTES DU RHONE,f_f_2821691972999,f_f_5055738417533,2023-09-28,34.65
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_1244024713990,f_f_5055738417533,2023-02-18,30.38
ALCOOLS,WHISKIES BLENDED + 12ANS,f_f_1192293551167,f_f_5055738417533,2023-01-23,12.54
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_5175048644648,f_f_5055738417533,2023-08-05,44.18
ALCOOLS,GIN-VODKA-TEQUILA,f_f_1104767954923,f_f_5055738417533,2023-08-27,39.45
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_9709736961203,f_f_5055738417533,2023-10-01,40.93
VINS DE TABLES/PAYS,VINS DE PAYS ROSES,f_f_4580545719927,f_f_5055738417533,2023-08-07,6.24
GAZEIFIES,BASE EXTRAIT NATUREL DE FRUITS,f_f_9609610122563,f_f_5055738417533,2023-04-11,49.65
APERITIFS,ANISES,f_f_6067661707253,f_f_5055738417533,2023-07-14,28.44
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_9976417296101,f_f_5055738417533,2023-01-13,26.31
APERITIFS,SANS ALCOOL,f_f_6751921139273,f_f_5055738417533,2023-07-09,8.54
EAUX PLATES,EAUX PLATES,f_f_1870227530760,f_f_5055738417533,2023-05-03,17.69
CIDRES,CIDRES/PETILLANTS,f_f_9527949577826,f_f_5055738417533,2023-09-03,15.39
APERITIFS,AMERS - GENTIANE ET BITTERS,f_f_8110868582814,f_f_5055738417533,2023-01-04,14.21
EAUX PLATES,EAUX PLATES,f_f_0261096383013,f_f_5055738417533,2023-07-04,10.09
APERITIFS,AMERS - GENTIANE ET BITTERS,f_f_4336851709431,f_f_5055738417533,2023-07-11,1.1
VQPRD ROSES,BORDEAUX,f_f_1510903217300,f_f_5055738417533,2023-07-22,42.29
BIERES ET PANACHES,PANACHES,f_f_1337585590664,f_f_5055738417533,2023-02-18,50.53
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_8823503018073,f_f_5055738417533,2023-08-26,4.24
APERITIFS,CREMES DE FRUITS,f_f_2562847314293,f_f_5055738417533,2023-04-03,25.92
ALCOOLS,PUNCHS,f_f_8648937673373,f_f_5055738417533,2023-08-15,1.7
APERITIFS,CREMES DE FRUITS,f_f_3004290745914,f_f_5055738417533,2023-10-24,38.83
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_7833868334559,f_f_5055738417533,2023-01-17,4.75
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_2455345106883,f_f_5055738417533,2023-04-14,26.96
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_9792124499587,f_f_5055738417533,2023-03-30,12.99
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_4608612332586,f_f_5055738417533,2023-05-25,7.63
APERITIFS,CREMES DE FRUITS,f_f_7299488751051,f_f_5055738417533,2023-01-27,39.2
APERITIFS,CREMES DE FRUITS,f_f_8616405005193,f_f_5055738417533,2023-04-09,44.91
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_4409745250200,f_f_5055738417533,2023-10-02,45.46
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_7118652870858,f_f_5055738417533,2023-08-11,4.93
APERITIFS,ANISES,f_f_2390586469819,f_f_5055738417533,2023-10-22,14.1
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_4112352384632,f_f_5055738417533,2023-09-22,23.65
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_5650273042228,f_f_5055738417533,2023-07-25,1.58
EAUX PLATES,EAUX PLATES,f_f_6052850756747,f_f_5055738417533,2023-02-26,5.43
EAUX PLATES,EAUX PLATES,f_f_6101012107979,f_f_5055738417533,2023-10-19,48.37
VINS DE TABLES/PAYS,VINS DE TABLE BLANCS,f_f_9677609858328,f_f_5055738417533,2023-10-22,39.76
CHAMPAGNES,CHAMPAGNES BRUTS,f_f_8965642957803,f_f_5055738417533,2023-06-21,20.88
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_1528406226316,f_f_5055738417533,2023-04-08,12.1
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_8408395464414,f_f_5055738417533,2023-05-18,16.39
MOUSSEUX/VINS PETILL.,MOUSSEUX - CUVE CLOSE,f_f_6570040494380,f_f_5055738417533,2023-07-23,30.34
APERITIFS,SANS ALCOOL,f_f_0856171172820,f_f_5055738417533,2023-05-10,20.51
ALCOOLS,GIN-VODKA-TEQUILA,f_f_9705008239063,f_f_5055738417533,2023-09-22,18.42
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_3551424548298,f_f_5055738417533,2023-09-09,33.55
APERITIFS,SANS ALCOOL,f_f_3051032781587,f_f_5055738417533,2023-05-15,36.26
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_4371089866174,f_f_5055738417533,2023-09-29,18.5
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_0306970863592,f_f_5055738417533,2023-10-19,39.73
APERITIFS,CREMES DE FRUITS,f_f_5514544269632,f_f_5055738417533,2023-04-21,49.3
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_9948618213638,f_f_5055738417533,2023-09-15,26.19
APERITIFS,CREMES DE FRUITS,f_f_3162995133792,f_f_5055738417533,2023-09-12,19.15
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_2867674702634,f_f_5055738417533,2023-02-04,9.97
NON GAZEIFIES,MELANGES DE FRUITS,f_f_0777067771111,f_f_5055738417533,2023-10-22,4.83
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_4453868916437,f_f_5055738417533,2023-09-16,37.33
APERITIFS,GUIGNOLET / AUTRE BASE FRUIT,f_f_7036954103903,f_f_5055738417533,2023-05-20,40.02
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_0102348183909,f_f_5055738417533,2023-07-14,49.29
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_4455507873125,f_f_5055738417533,2023-02-11,43.82
APERITIFS,SANS ALCOOL,f_f_8211538002073,f_f_5055738417533,2023-06-30,6.14
EAUX GAZEUSES,EAUX GAZEUSES ET GAZEIFIEES,f_f_6179722576293,f_f_5055738417533,2023-10-11,9.38
ALCOOLS,GIN-VODKA-TEQUILA,f_f_1507652612531,f_f_5055738417533,2023-01-29,21.63
ALCOOLS,COCKTAILS,f_f_8938499355085,f_f_5055738417533,2023-04-03,28.18
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_6957365441655,f_f_5055738417533,2023-08-19,8.2
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_7126658739710,f_f_5055738417533,2023-09-21,43.69
VINS DE TABLES/PAYS,VINS DE PAYS ROSES,f_f_9631104388056,f_f_5055738417533,2023-01-14,38.14
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_4948333576129,f_f_5055738417533,2023-06-05,2.15
ALCOOLS,GIN-VODKA-TEQUILA,f_f_7372726138347,f_f_5055738417533,2023-09-23,48.0
CIDRES,CIDRES/PETILLANTS,f_f_0849470904438,f_f_5055738417533,2023-09-01,13.45
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_5730615072592,f_f_5055738417533,2023-05-18,15.42
EAUX PLATES,EAUX PLATES,f_f_8678044738351,f_f_5055738417533,2023-05-16,10.78
APERITIFS,ANISES,f_f_6087101142079,f_f_5055738417533,2023-05-29,31.15
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_2071638762873,f_f_5055738417533,2023-09-17,47.61
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_2778590874964,f_f_5055738417533,2023-05-24,6.29
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_8513188666538,f_f_5055738417533,2023-06-24,16.13
APERITIFS,ANISES,f_f_2284215417060,f_f_5055738417533,2023-09-17,38.23
VQPRD BLANCS,VINS D ALSACE,f_f_0338569210524,f_f_5055738417533,2023-05-06,25.78
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_7873363103045,f_f_5055738417533,2023-07-19,36.5
NON GAZEIFIES,MELANGES DE FRUITS,f_f_4689671454396,f_f_5055738417533,2023-08-29,2.7
APERITIFS,AMERS - GENTIANE ET BITTERS,f_f_7855757545327,f_f_5055738417533,2023-09-11,11.74
EAUX AROMATISEES,EAUX ARO GAZEUSE ET GAZEIFIEE,f_f_8338673918127,f_f_5055738417533,2023-05-31,23.42
EAUX GAZEUSES,EAUX GAZEUSES ET GAZEIFIEES,f_f_8139981492619,f_f_5055738417533,2023-02-16,48.42
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_9183044809202,f_f_5055738417533,2023-01-19,47.81
CIDRES,CIDRES/PETILLANTS,f_f_9318549172845,f_f_5055738417533,2023-02-11,6.85
SIROPS,AGRUMES,f_f_3331966183832,f_f_5055738417533,2023-01-11,32.63
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_2185423170818,f_f_5055738417533,2023-05-30,17.93
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_2363879560944,f_f_5055738417533,2023-01-05,30.3
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_0979621174073,f_f_5055738417533,2023-02-06,32.78
APERITIFS,SANS ALCOOL,f_f_1487317615933,f_f_5055738417533,2023-03-06,15.76
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_4119899386662,f_f_5055738417533,2023-03-12,48.89
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_4423081616506,f_f_5055738417533,2023-08-18,15.72
APERITIFS,SANS ALCOOL,f_f_7183858693662,f_f_5055738417533,2023-04-21,34.66
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_3351390422611,f_f_5055738417533,2023-05-07,44.8
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_0970134874818,f_f_5055738417533,2023-02-02,41.29
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_0647838473264,f_f_5055738417533,2023-02-10,40.85
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_6772256925539,f_f_5055738417533,2023-04-11,13.08
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_0838263242116,f_f_5055738417533,2023-07-03,32.91
CIDRES,CIDRES/PETILLANTS,f_f_6364695024371,f_f_5055738417533,2023-10-01,23.91
APERITIFS,CREMES DE FRUITS,f_f_8346067723189,f_f_5055738417533,2023-07-29,2.24
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_0607336666209,f_f_5055738417533,2023-06-17,40.81
CHAMPAGNES,CHAMPAGNES BRUTS,f_f_3091150403473,f_f_5055738417533,2023-03-25,36.73
APERITIFS,CREMES DE FRUITS,f_f_9483513322486,f_f_5055738417533,2023-01-09,9.28
APERITIFS,SANS ALCOOL,f_f_1163162331791,f_f_5055738417533,2023-10-23,44.07
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_8681694324058,f_f_5055738417533,2023-03-06,25.4
APERITIFS,SANS ALCOOL,f_f_6167431028004,f_f_5055738417533,2023-10-21,22.82
CIDRES,CIDRES/PETILLANTS,f_f_1564653501004,f_f_5055738417533,2023-07-30,13.93
APERITIFS,CREMES DE FRUITS,f_f_4098978851546,f_f_5055738417533,2023-08-22,44.04
VQPRD ROUGES/HORS BORDEAUX,VINS DU BEAUJOLAIS,f_f_5475819995659,f_f_5055738417533,2023-10-18,25.49
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_2244284062387,f_f_5055738417533,2023-09-22,43.29
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_8627444957305,f_f_5055738417533,2023-06-25,10.5
APERITIFS,ANISES,f_f_6260391950757,f_f_5055738417533,2023-09-28,27.21
APERITIFS,AMERS - GENTIANE ET BITTERS,f_f_0729101261010,f_f_5055738417533,2023-06-25,3.04
BIERES ET PANACHES,BIERES MODERNES,f_f_2874526422138,f_f_5055738417533,2023-01-13,16.45
APERITIFS,SANS ALCOOL,f_f_0498497941966,f_f_5055738417533,2023-07-20,34.11
APERITIFS,CREMES DE FRUITS,f_f_0829942297077,f_f_5055738417533,2023-01-08,24.75
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_2049917676661,f_f_5055738417533,2023-05-10,35.23
EAUX PLATES,EAUX PLATES,f_f_8719267519935,f_f_5055738417533,2023-05-14,35.33
APERITIFS,SANS ALCOOL,f_f_3367525231300,f_f_5055738417533,2023-07-13,28.37
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_6604268721888,f_f_5055738417533,2023-05-12,1.71
VINS DE TABLES/PAYS,VINS DE PAYS BLANCS,f_f_4851734018214,f_f_5055738417533,2023-08-29,11.61
ALCOOLS,GIN-VODKA-TEQUILA,f_f_0955010378659,f_f_5055738417533,2023-05-10,41.33
ALCOOLS,RHUMS ET SIROPS DE CANNE,f_f_5242936711703,f_f_5055738417533,2023-01-29,46.76
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_9147044320709,f_f_5055738417533,2023-06-24,37.53
APERITIFS,SANS ALCOOL,f_f_6792214684063,f_f_5055738417533,2023-03-10,43.55
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_9881342782950,f_f_5055738417533,2023-08-10,25.07
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_3337699400338,f_f_5055738417533,2023-08-31,40.49
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_2351461409368,f_f_5055738417533,2023-04-05,39.14
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_1992592934926,f_f_5055738417533,2023-10-15,37.99
EAUX PLATES,EAUX PLATES,f_f_9005941126636,f_f_5055738417533,2023-07-10,5.02
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_0099475665401,f_f_5055738417533,2023-04-28,22.48
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_9669223968309,f_f_5055738417533,2023-07-15,49.81
APERITIFS,ANISES,f_f_5976954424221,f_f_5055738417533,2023-06-08,10.47
APERITIFS,ANISES,f_f_7298468084370,f_f_5055738417533,2023-05-03,30.97
DIGESTIFS,FRUITS A L'EAU DE VIE,f_f_6932767828457,f_f_5055738417533,2023-09-22,5.95
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_9921244055780,f_f_5055738417533,2023-07-04,25.9
VQPRD ROUGES/HORS BORDEAUX,VINS DU SUD OUEST,f_f_9729862889820,f_f_5055738417533,2023-08-29,4.56
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_9092556898294,f_f_5055738417533,2023-10-14,25.07
APERITIFS,CREMES DE FRUITS,f_f_2165837011389,f_f_5055738417533,2023-06-16,40.29
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_0764099202812,f_f_5055738417533,2023-01-04,7.43
NON GAZEIFIES,JUS DE POMME ET DE RAISIN,f_f_4854343193037,f_f_6253175199510,2023-07-14,40.86
ALCOOLS,GIN-VODKA-TEQUILA,f_f_4332263918638,f_f_6253175199510,2023-07-23,18.13
ALCOOLS,GIN-VODKA-TEQUILA,f_f_5982444123826,f_f_6253175199510,2023-08-03,50.94
APERITIFS,CREMES DE FRUITS,f_f_6719061548003,f_f_6253175199510,2023-08-05,49.15
SIROPS,AGRUMES,f_f_8264973079926,f_f_6253175199510,2023-07-17,50.51
CHAMPAGNES,CHAMPAGNES BRUTS,f_f_3070280181345,f_f_6253175199510,2023-01-31,2.69
APERITIFS,SANS ALCOOL,f_f_0838752344390,f_f_6253175199510,2023-08-28,10.74
APERITIFS,AMERS - GENTIANE ET BITTERS,f_f_4478036816661,f_f_6253175199510,2023-04-20,17.77
VQPRD ROUGES/HORS BORDEAUX,VINS DU BEAUJOLAIS,f_f_2025853869480,f_f_6253175199510,2023-04-25,31.99
VQPRD ROUGES/HORS BORDEAUX,VINS DU BEAUJOLAIS,f_f_9848368679190,f_f_6253175199510,2023-01-15,6.52
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_9954868757891,f_f_6253175199510,2023-02-05,7.5
VQPRD ROUGES/HORS BORDEAUX,VINS DES COTES DU RHONE,f_f_6763108595079,f_f_6253175199510,2023-04-22,2.69
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_8029668491595,f_f_6253175199510,2023-07-15,18.83
VQPRD ROSES,BEAUJOLAIS BOURGOGNE,f_f_2736892131475,f_f_6253175199510,2023-02-01,1.3
